Text,Cleaned text
sneedtech they did fine in c band + from the looks of it they are focusing more on fiber. while vwz and tmo is focused on home internet which requires more spectrum. dish def will get more spectrum as well.,sneedtech they did fine in c band + from the looks of it they are focusing more on fiber while vwz and tmo is focused on home internet which requires more spectrum dish def will get more spectrum as well
nemoskia: i've been in this fandom for 4 years now and it still slays me that the secret to making friends post-childhood as a person o...,nemoskia ive been in this fandom for 4 years now and it still slays me that the secret to making friends postchildhood as a person o
orwellianmenace: it needs to b illegal for spectrum to advertise fast internet because its all lies my internet is shit,orwellianmenace it needs to b illegal for spectrum to advertise fast internet because its all lies my internet is shit
indy people. who is the best internet provider? and i cannot use spectrum.,indy people who is the best internet provider and i cannot use spectrum
not spectrum sending me my bill while my internet's out...,not spectrum sending me my bill while my internets out
,
kabloemski: _bayes_theorem michaeljordaan businesstechsa rainsouthafrica ps! besides trying to give macro accessible banking to sou...,kabloemski bayestheorem michaeljordaan businesstechsa rainsouthafrica ps besides trying to give macro accessible banking to sou
ask_spectrum i had lost a day of work last night due to internet outage / phone outage. #semding pm,askspectrum i had lost a day of work last night due to internet outage phone outage semding pm
it needs to b illegal for spectrum to advertise fast internet because its all lies my internet is shit,it needs to b illegal for spectrum to advertise fast internet because its all lies my internet is shit
ask_spectrum my internet has been out since yesterday mid day 🤬 you're gonna ask for account info but for what! it's not like you're gonna wave this months payment! please let us know when internet will be restored! 91352 area code,askspectrum my internet has been out since yesterday mid day  youre gonna ask for account info but for what its not like youre gonna wave this months payment please let us know when internet will be restored 91352 area code
blakk_sensei: spectrum internet is a joke lol.,blakksensei spectrum internet is a joke lol
"ask_spectrum i'm in fontana, ca (92336) and while my internet isn't down, it isn't good enough to do anything. can't do zoom or stream anything. it works enough for me to view websites, but that's about it. it's been this way for about 24 hours now.",askspectrum im in fontana ca 92336 and while my internet isnt down it isnt good enough to do anything cant do zoom or stream anything it works enough for me to view websites but thats about it its been this way for about 24 hours now
spectrum internet is a joke lol.,spectrum internet is a joke lol
i am requesting 6 months free internet service for the inconvenience of being charged fraudulently for a service i never received or ordered getspectrum ask_spectrum,i am requesting 6 months free internet service for the inconvenience of being charged fraudulently for a service i never received or ordered getspectrum askspectrum
ask_spectrum is internet out in my area or something? woke up to nothing connecting zip 91744,askspectrum is internet out in my area or something woke up to nothing connecting zip 91744
unsecured home internet connections and improperly secured routers are just a few ways remote and hybrid learning have opened up the door for cyber criminals. here's what your school district can do to mitigate these security threats: #seemp,unsecured home internet connections and improperly secured routers are just a few ways remote and hybrid learning have opened up the door for cyber criminals heres what your school district can do to mitigate these security threats seemp
internet is down once again and ask_spectrum ignores my every attempt at getting support. time to switch to att.,internet is down once again and askspectrum ignores my every attempt at getting support time to switch to att
"kateisblu getspectrum re rural internet: it won't be immediate but funds for an improved network for your area is coming via the infrastructure bill. until then, know that you are not alone. in my urban part of southern california, my spectrum provider was down for 3 hours.",kateisblu getspectrum re rural internet it wont be immediate but funds for an improved network for your area is coming via the infrastructure bill until then know that you are not alone in my urban part of southern california my spectrum provider was down for 3 hours
ask_spectrum my internet is running very slow. is there an outage in my area? zip code 78109,askspectrum my internet is running very slow is there an outage in my area zip code 78109
wtf spectrum. my internet has been down for almost 7 days straight.,wtf spectrum my internet has been down for almost 7 days straight
let me gone and get this cable since spectrum has a deal now bc i wasn't paying 170 for tv and the internet lol,let me gone and get this cable since spectrum has a deal now bc i wasnt paying 170 for tv and the internet lol
"when the going gets tough, deb fleischman gets going. throughout her 20-year career as a spectrumentus account manager, she has helped countless companies overcome their biggest it challenges. this challenge was her toughest yet: #seemp",when the going gets tough deb fleischman gets going throughout her 20year career as a spectrumentus account manager she has helped countless companies overcome their biggest it challenges this challenge was her toughest yet seemp
doctorhenryct we are also at a point where alt left activists send people death threats. i watch people framed for hate crimes. 🇺🇸 needs medicare for all. there are extremists on both ends of the spectrum. the internet has brought out the worst in humanity in so many ways.,doctorhenryct we are also at a point where alt left activists send people death threats i watch people framed for hate crimes  needs medicare for all there are extremists on both ends of the spectrum the internet has brought out the worst in humanity in so many ways
"yo ask_spectrum, our internet in portland, me has been down since last night.",yo askspectrum our internet in portland me has been down since last night
"i wish i got to experience doing full band fcs when playing rock band 2 back in 2009-2010. unfortunately i was a 13-14 year old kid on the internet in the autism spectrum, so i really struggled with social interaction and finding my place in the gh/rb community lol",i wish i got to experience doing full band fcs when playing rock band 2 back in 20092010 unfortunately i was a 1314 year old kid on the internet in the autism spectrum so i really struggled with social interaction and finding my place in the ghrb community lol
"kathiefoko theoldehippie really? i'm in cental ohio. i have audio dropouts and video pixelizations on spectrum cable all the time. my internet drops about once a week. yes, i contacted them. yes, they've been here. no, they can't fix it.",kathiefoko theoldehippie really im in cental ohio i have audio dropouts and video pixelizations on spectrum cable all the time my internet drops about once a week yes i contacted them yes theyve been here no they cant fix it
spectrum internet is so shitty,spectrum internet is so shitty
user3345r: spectrum but ankha. gonna work on this as i wait for the funny internet outage to stop,user3345r spectrum but ankha gonna work on this as i wait for the funny internet outage to stop
"stream, download and game faster with high-speed, reliable internet from spectrum.",stream download and game faster with highspeed reliable internet from spectrum
"... sex, doesn't mean there is actually a spectrum of biological sex, no matter what you may have read, seen or heard on the internet.",sex doesnt mean there is actually a spectrum of biological sex no matter what you may have read seen or heard on the internet
hiig_berlin: this #wednesday is the application #deadline for our internet and society hybrid #fellowship. position yourself and/or you...,hiigberlin this wednesday is the application deadline for our internet and society hybrid fellowship position yourself andor you
ask_spectrum we are blacked (no cable/isp phone/internet) out in area-code 01507 worcester county mass. any information would be cool. thnx,askspectrum we are blacked no cableisp phoneinternet out in areacode 01507 worcester county mass any information would be cool thnx
rre_moloisane: pabz_general data is costs more in sa because icasa has made limited spectrum available for isp's. the upcoming spectru...,rremoloisane pabzgeneral data is costs more in sa because icasa has made limited spectrum available for isps the upcoming spectru
"ask_spectrum damn spectrum, 10 hours with no internet because of the outage?",askspectrum damn spectrum 10 hours with no internet because of the outage
"mzluce21 echo_viii sarahtrillson cannedlizard gh0ul_beast hunocsi rachelmcomedy there isn't a 'y axis' of the political spectrum, much less a 'y access.' the political compass is a graph on the internet, it is not serious political theory.",mzluce21 echoviii sarahtrillson cannedlizard gh0ulbeast hunocsi rachelmcomedy there isnt a y axis of the political spectrum much less a y access the political compass is a graph on the internet it is not serious political theory
this #wednesday is the application #deadline for our internet and society hybrid #fellowship. position yourself and/or your project within our key topics and contribute to the institute's spectrum of transdisciplinary #internetresearch. become part of the 2022 fellow class now 👇,this wednesday is the application deadline for our internet and society hybrid fellowship position yourself andor your project within our key topics and contribute to the institutes spectrum of transdisciplinary internetresearch become part of the 2022 fellow class now 
"can't get any work done. it's happened before during busy times, so maybe it's throttling? anyway, frontiercorp is coming this morning to replace our 50/20 spectrum internet with 700/700 fios internet during a very busy production day. fingers crossed no downtime!",cant get any work done its happened before during busy times so maybe its throttling anyway frontiercorp is coming this morning to replace our 5020 spectrum internet with 700700 fios internet during a very busy production day fingers crossed no downtime
"like a simple fix? guess what, our multitenant flex space is wired all wrong! breaker was in the neighbor's unit and she wasn't there. so electrician had to go in with landlord to reset. this week, spectrum internet decides to slow my upstream to <1mbps. why? no idea, so we",like a simple fix guess what our multitenant flex space is wired all wrong breaker was in the neighbors unit and she wasnt there so electrician had to go in with landlord to reset this week spectrum internet decides to slow my upstream to <1mbps why no idea so we
"just real quick, fuck spectrum internet! ""your bill will be locked in for 2 years"" *proceeds to bump the price up after the 6 and 12 month marks.",just real quick fuck spectrum internet your bill will be locked in for 2 years proceeds to bump the price up after the 6 and 12 month marks
thanks to ask_spectrum being the worst internet provider in america. it's been 3 hours with no internet due to an outage but when i contacted support they claimed there was no outage ok then why is nothing working for the third time this week. disgusting honestly,thanks to askspectrum being the worst internet provider in america its been 3 hours with no internet due to an outage but when i contacted support they claimed there was no outage ok then why is nothing working for the third time this week disgusting honestly
trumpsucked21: holtvolts icerafter reportsdanews it would need a major update. it only ever applied to broadcasts sent out over the...,trumpsucked21 holtvolts icerafter reportsdanews it would need a major update it only ever applied to broadcasts sent out over the
"savagetitlvr92 ask_spectrum they just want to look at your account and tell you ""we have an outage, our technicians are on it"" and then maybe offer you credit for internet time lost which is only ten time it was down.... it could be down an entire day and they will credit you 2 lol. what a joke",savagetitlvr92 askspectrum they just want to look at your account and tell you we have an outage our technicians are on it and then maybe offer you credit for internet time lost which is only ten time it was down it could be down an entire day and they will credit you 2 lol what a joke
kgopinion: my ask_spectrum spectrum internet service has been out for 12 hours they say a fiber was cut that's all i know :,kgopinion my askspectrum spectrum internet service has been out for 12 hours they say a fiber was cut thats all i know
"is it the grand plan #spectrum ? the grand plan to make our internet worse and take away our ability to sue you so that we can do nothing, but suffer while you take our money? is that it, rutledge? is that your plan? #downwiththerich",is it the grand plan spectrum the grand plan to make our internet worse and take away our ability to sue you so that we can do nothing but suffer while you take our money is that it rutledge is that your plan downwiththerich
#spectrum #spectrumoutage it's back off again. seriously what the fuck is wrong with you spectrum? is it too hard to keep the internet working? are you testing something behind our backs? the website won't even tell me if there's an outage in my location or not!,spectrum spectrumoutage its back off again seriously what the fuck is wrong with you spectrum is it too hard to keep the internet working are you testing something behind our backs the website wont even tell me if theres an outage in my location or not
i've been in this fandom for 4 years now and it still slays me that the secret to making friends post-childhood as a person on the spectrum was to make a animal person oc and pretend that it's me on the internet. what the fuck,ive been in this fandom for 4 years now and it still slays me that the secret to making friends postchildhood as a person on the spectrum was to make a animal person oc and pretend that its me on the internet what the fuck
"holtvolts icerafter reportsdanews it would need a major update. it only ever applied to broadcasts sent out over the radio frequency spectrum, which the government controls the licenses for. so it would catch am radio and the few tv channels that can still be picked up with an antennae, not cable and not internet",holtvolts icerafter reportsdanews it would need a major update it only ever applied to broadcasts sent out over the radio frequency spectrum which the government controls the licenses for so it would catch am radio and the few tv channels that can still be picked up with an antennae not cable and not internet
ask_spectrum i already called and customer service mentioned that it should be up and running by the morning. internet has been out since 3pm,askspectrum i already called and customer service mentioned that it should be up and running by the morning internet has been out since 3pm
pabz_general data is costs more in sa because icasa has made limited spectrum available for isp's. the upcoming spectrum auction in march 2022 should help cut data cost down for consumers and improve internet speed/connections.,pabzgeneral data is costs more in sa because icasa has made limited spectrum available for isps the upcoming spectrum auction in march 2022 should help cut data cost down for consumers and improve internet speedconnections
"jruggiero86 tonymoonbeam vp i hate spectrum with a passion. i know people have problems with at&t because they do crap political things sometimes, but i'd switch to them at this point... if the internet wasn't capped at 75mbps (no fiber in my area).",jruggiero86 tonymoonbeam vp i hate spectrum with a passion i know people have problems with att because they do crap political things sometimes but id switch to them at this point if the internet wasnt capped at 75mbps no fiber in my area
"legacyatgrace ask_spectrum they said ""by downloading the bfc app""vut how gonna download it with no internet lmaoooo",legacyatgrace askspectrum they said by downloading the bfc appvut how gonna download it with no internet lmaoooo
spectrum internet vs a little bit of wind,spectrum internet vs a little bit of wind
"stacie4truth i think it's a spectrum, from being completely disconnected from utilities to include internet, to being off of the electrical grid. it can mean something different to different people. but i think the core of it is to be self-reliant.",stacie4truth i think its a spectrum from being completely disconnected from utilities to include internet to being off of the electrical grid it can mean something different to different people but i think the core of it is to be selfreliant
baby_ketchup: cant imagine how boring life was before the internet #spectrum,babyketchup cant imagine how boring life was before the internet spectrum
"i'm literally putting the last words in my witch novel, and spectrum's internet goes down, disconnecting my google doc. damn that's harsh.",im literally putting the last words in my witch novel and spectrums internet goes down disconnecting my google doc damn thats harsh
"i love having spectrum internet and having to call a technician out every 2 months, its so quirky never getting speeds i pay for",i love having spectrum internet and having to call a technician out every 2 months its so quirky never getting speeds i pay for
spectrum you suck ass. why do i pay for your internet service when it's been out for the last week???,spectrum you suck ass why do i pay for your internet service when its been out for the last week
"slime_machine i had a charter spectrum tech come out to fix my internet, and he asked me to open youtube on my tv and play a video to test the connection. boom the sybian thumbnail for the yard appears in my recommended. the look on his face made me cry laughing. love the yard",slimemachine i had a charter spectrum tech come out to fix my internet and he asked me to open youtube on my tv and play a video to test the connection boom the sybian thumbnail for the yard appears in my recommended the look on his face made me cry laughing love the yard
beinomugisha_iv: our approach to oil and gas underpinned by our business model that is technology enabled the appropriate blend of agen...,beinomugishaiv our approach to oil and gas underpinned by our business model that is technology enabled the appropriate blend of agen
"getspectrum ask_spectrum spectrum spectrum, this has been bothering me for a long time! how do you #claim that your #cellphone and #internet service is so advanced when the internet alone is so slow we have fallen asleep waiting for our #wifi to stop working like #dialup?",getspectrum askspectrum spectrum spectrum this has been bothering me for a long time how do you claim that your cellphone and internet service is so advanced when the internet alone is so slow we have fallen asleep waiting for our wifi to stop working like dialup
"very sorry, no stream today guys. charter spectrum is the worst internet service provider.",very sorry no stream today guys charter spectrum is the worst internet service provider
"sirkatelyn cameron north carolina pros: very rarely is there traffic cons: bit of a drive to get to most things. internet coverage is acceptable, if a bit pricey because spectrum is a horrible monopoly otherwise, i love it here, much better than living up near dc",sirkatelyn cameron north carolina pros very rarely is there traffic cons bit of a drive to get to most things internet coverage is acceptable if a bit pricey because spectrum is a horrible monopoly otherwise i love it here much better than living up near dc
saturday reminder that spectrum still has the worst internet out there,saturday reminder that spectrum still has the worst internet out there
"walkology att attmobilecenter switch to spectrum internet, doretta. works great, and inexpensive. i was shocked. 🙂 now, pleased with service.",walkology att attmobilecenter switch to spectrum internet doretta works great and inexpensive i was shocked  now pleased with service
magicpj viewsfrom314ft i use spectrum for internet and pay for spectrum tv streaming. gets me access to the yes app on all my devices. might be able to do the same with other internet/tv providers (i.e. fios).,magicpj viewsfrom314ft i use spectrum for internet and pay for spectrum tv streaming gets me access to the yes app on all my devices might be able to do the same with other internettv providers ie fios
"arris surfboard sb8200 docsis 3.1 gigabit kabel modem, disetujui untuk cox, xfinity, spectrum & lainnya, putih, rencana kecepatan internet maks 2000 mbps",arris surfboard sb8200 docsis 31 gigabit kabel modem disetujui untuk cox xfinity spectrum lainnya putih rencana kecepatan internet maks 2000 mbps
"getspectrum ask_spectrum y'all neglected to inform me that i could have had 50 off my internet for 21 months, totaling 1,050 and only tell me about it after i told you i wanted to cancel service. and there's magically nothing you can do about it! you are thieves",getspectrum askspectrum yall neglected to inform me that i could have had 50 off my internet for 21 months totaling 1050 and only tell me about it after i told you i wanted to cancel service and theres magically nothing you can do about it you are thieves
handgunyoga: richsignorelli msnbc espn netflix spectrum's tv choice plan let us pick and choose 10 channels. we got cspan and msnbc...,handgunyoga richsignorelli msnbc espn netflix spectrums tv choice plan let us pick and choose 10 channels we got cspan and msnbc
"hey ask_spectrum rivalry saturday and my internet is still out. i have youtubetv, so this is a bfd.... also across street from wb, so y'all might have some major issues getspectrum spectrumsn",hey askspectrum rivalry saturday and my internet is still out i have youtubetv so this is a bfd also across street from wb so yall might have some major issues getspectrum spectrumsn
you can count on spectrum internet to go out at least once a month and that's about the only thing consistent with it :-) getspectrum,you can count on spectrum internet to go out at least once a month and thats about the only thing consistent with it getspectrum
"ask_spectrum i am experiencing internet outages intermittently through the last week , need help",askspectrum i am experiencing internet outages intermittently through the last week need help
"richsignorelli msnbc espn netflix spectrum's tv choice plan let us pick and choose 10 channels. we got cspan and msnbc and left out fox, etc. i needed landline internet for work and wanted to ditch att. now our phones are switched to spectrum mobile.",richsignorelli msnbc espn netflix spectrums tv choice plan let us pick and choose 10 channels we got cspan and msnbc and left out fox etc i needed landline internet for work and wanted to ditch att now our phones are switched to spectrum mobile
kind of insane spectrum straight up has a monopoly as an internet provider in some areas and they give you absolutely shitty service and no other option,kind of insane spectrum straight up has a monopoly as an internet provider in some areas and they give you absolutely shitty service and no other option
ask_spectrum getspectrum very dissatisfied with you guys right now. i called yesterday about a tree ripping your line out and knocking my internet out. was informed i wouldn't get internet back until tuesday five days without internet with kids in home and a line laying down in,askspectrum getspectrum very dissatisfied with you guys right now i called yesterday about a tree ripping your line out and knocking my internet out was informed i wouldnt get internet back until tuesday five days without internet with kids in home and a line laying down in
so is spectrum internet out again?,so is spectrum internet out again
"sirkatelyn la crosse, wi. i honestly like it here. couple hour drive to bigger cities (milwaukee, minneapolis) decent sized college town. internet options are spectrum/century link. as someone who was born and raised in cali and moved here 6 years ago due to cost of living in cali, its not",sirkatelyn la crosse wi i honestly like it here couple hour drive to bigger cities milwaukee minneapolis decent sized college town internet options are spectrumcentury link as someone who was born and raised in cali and moved here 6 years ago due to cost of living in cali its not
ask_spectrum internet is out in my area. app won't work either? update pls? santa clarita ca,askspectrum internet is out in my area app wont work either update pls santa clarita ca
getspectrum after a couple years away i decided to get your internet at my new house. unfortunately one of your associates decided to fraudulently change my order and move my install date. i guess i shouldn't be surprised #worstservice #screwed by #spectrum,getspectrum after a couple years away i decided to get your internet at my new house unfortunately one of your associates decided to fraudulently change my order and move my install date i guess i shouldnt be surprised worstservice screwed by spectrum
"2. launched the american broadband initiative to promote the rapid deployment of broadband internet across rural america. 3. made 100 megahertz of crucial mid-band spectrum available for commercial operations, a key factor to driving widespread 5g access across rural america.",2 launched the american broadband initiative to promote the rapid deployment of broadband internet across rural america 3 made 100 megahertz of crucial midband spectrum available for commercial operations a key factor to driving widespread 5g access across rural america
"💩 to getspectrum because internet speed not even 10... spectrum in united states: speed, performance, outages and user reviews 👉 #fing #internet #spectrum via fingapp outagedetect", to getspectrum because internet speed not even 10 spectrum in united states speed performance outages and user reviews  fing internet spectrum via fingapp outagedetect
"my daughter so internet crazy, if the wifi take longer than 3 seconds to let her do something she be like no mom call spectrum right now 😂😂😂",my daughter so internet crazy if the wifi take longer than 3 seconds to let her do something she be like no mom call spectrum right now 
sonia172505 io ho di nuovo accesso a internet da linea fissa e posso scaricare tonnellate di giochi per lo spectrum 😍,sonia172505 io ho di nuovo accesso a internet da linea fissa e posso scaricare tonnellate di giochi per lo spectrum 
"ask_spectrum i moved into my apt a year ago;countless service calls, new equipment, wires & lip service yet still intermittent internet - but hey doesn't stop the billing increase. no choices, being held captive #worstservice",askspectrum i moved into my apt a year agocountless service calls new equipment wires lip service yet still intermittent internet but hey doesnt stop the billing increase no choices being held captive worstservice
finally got rid of spectrum & got att internet. best adult decision i've made.,finally got rid of spectrum got att internet best adult decision ive made
remember when i worked for spectrum 😂 used to tell mfs this all the time 😂 they ass still ain't want nothing but internet 😂😂,remember when i worked for spectrum  used to tell mfs this all the time  they ass still aint want nothing but internet 
"genevatradelaw acoyne our frame for public conversation is still the same as it was before the explosion of the internet shattered he nature of the marketplace of ideas. now, lies reach audiences that will never hear the rest of the spectrum of ideas, and instead go down a rabbit-hole of misinfo.",genevatradelaw acoyne our frame for public conversation is still the same as it was before the explosion of the internet shattered he nature of the marketplace of ideas now lies reach audiences that will never hear the rest of the spectrum of ideas and instead go down a rabbithole of misinfo
ask_spectrum 5 consecutive day and more to come with the internet completely just going out at any time of the day and more often getting prolonged in restoring. 90221,askspectrum 5 consecutive day and more to come with the internet completely just going out at any time of the day and more often getting prolonged in restoring 90221
"our approach to oil and gas underpinned by our business model that is technology enabled the appropriate blend of agents, merchants, and digital solutions on the mobile and internet spectrum to ensure freedom, convenience anthonykituuka md ugequitybank #tuogsymposium",our approach to oil and gas underpinned by our business model that is technology enabled the appropriate blend of agents merchants and digital solutions on the mobile and internet spectrum to ensure freedom convenience anthonykituuka md ugequitybank tuogsymposium
"ask_spectrum it has been 6 days, spectrum?!??!?? i live in an apartment complex that provides us with your internet service, so i can't even check to see when it's supposed to be fixed... i've already missed 3 days of work. when's it going to be up and stable in 38506? 🤬",askspectrum it has been 6 days spectrum i live in an apartment complex that provides us with your internet service so i cant even check to see when its supposed to be fixed ive already missed 3 days of work whens it going to be up and stable in 38506 
internet outage again probably won't be streaming today due to spectrum fixing the problem around 8am to 9pm but will still do a 12hr when they finish...😔😔😔 sad y'all won't see my nieces on stream 😢😢😢😢,internet outage again probably wont be streaming today due to spectrum fixing the problem around 8am to 9pm but will still do a 12hr when they finish sad yall wont see my nieces on stream 
"ask_spectrum cable, phone, wifi, internet are all down again in glendale, ca 91207. what is eta???",askspectrum cable phone wifi internet are all down again in glendale ca 91207 what is eta
ask_spectrum unfortunately since my dad pays for the service i don't have that information. i just want to know what's going on.we have wifi but no internet did something happen were you guys fixing something did the wind knock some kind of wire or something.,askspectrum unfortunately since my dad pays for the service i dont have that information i just want to know whats going onwe have wifi but no internet did something happen were you guys fixing something did the wind knock some kind of wire or something
ask_spectrum i live in canoga park in the 91306 zip code our internet has been down since november 24 10 pm,askspectrum i live in canoga park in the 91306 zip code our internet has been down since november 24 10 pm
leave it to spectrum internet to literally be so bad i can't even open up their speed test page to see what's going on.,leave it to spectrum internet to literally be so bad i cant even open up their speed test page to see whats going on
"sirkatelyn - kansas city, missouri -pros: great bbq, food scenes downtown. art and culture stuff midtown. - cons: everywhere else is pretty much forgotten/left to their own. - internet: google fiber in the rich/middle class areas, spectrum cable in the poor areas.",sirkatelyn kansas city missouri pros great bbq food scenes downtown art and culture stuff midtown cons everywhere else is pretty much forgottenleft to their own internet google fiber in the richmiddle class areas spectrum cable in the poor areas
internet sooooo slow i hate you stupid spectrum,internet sooooo slow i hate you stupid spectrum
some things to keep in mind if anyone reads the whole thing: i didn't know english till i was 3 half my childhood was the internet i have slight memory issues been told my doctor there's a highly likely chance i'm on the neurodivergent spectrum i'm a petty bitch,some things to keep in mind if anyone reads the whole thing i didnt know english till i was 3 half my childhood was the internet i have slight memory issues been told my doctor theres a highly likely chance im on the neurodivergent spectrum im a petty bitch
"ask_spectrum has there been an outage in the long beach, ca area the last 24 hours. my internet went out at around midnight last night and hasn't been back since. when i call the support number i get a different response each time.",askspectrum has there been an outage in the long beach ca area the last 24 hours my internet went out at around midnight last night and hasnt been back since when i call the support number i get a different response each time
ask_spectrum don't getspectrum my job needs reliable internet service at home. i pay extra for it. 2 fridays in a row? one modem change? still this after 9 hours? lost wages and customers yet again. ugh.,askspectrum dont getspectrum my job needs reliable internet service at home i pay extra for it 2 fridays in a row one modem change still this after 9 hours lost wages and customers yet again ugh
ask_spectrum is there any outages affecting my area today cause my internet connection has been constantly going off and on. i've rebooted my modem and router various time and nothing has changed . zip code: 78574,askspectrum is there any outages affecting my area today cause my internet connection has been constantly going off and on ive rebooted my modem and router various time and nothing has changed zip code 78574
tropicalemm ask_spectrum outage in zip 75007 again cable & internet. why?,tropicalemm askspectrum outage in zip 75007 again cable internet why
ask_spectrum is there an outage in 90031? incredibly slow internet,askspectrum is there an outage in 90031 incredibly slow internet
"3p the spectrum higher ups are still working on restoring internet to our house. nevertheless, working with joseph and we got client403's new app submitted to both the apple and google play. now we wait. our very first app is about to go live!",3p the spectrum higher ups are still working on restoring internet to our house nevertheless working with joseph and we got client403s new app submitted to both the apple and google play now we wait our very first app is about to go live
"sirkatelyn i live in a small town between rochester and buffalo, ny. it's an extremely rural area, which is very peaceful. however, the downtown areas in my county are boring. we're stuck with spectrum for internet until greenlight gets brought here. it does the job, i guess.",sirkatelyn i live in a small town between rochester and buffalo ny its an extremely rural area which is very peaceful however the downtown areas in my county are boring were stuck with spectrum for internet until greenlight gets brought here it does the job i guess
"this new ""internet"" was supposed to be 6.5 times better than my old internet and this shit can't even handle discord good fucking night. fuck you spectrum",this new internet was supposed to be 65 times better than my old internet and this shit cant even handle discord good fucking night fuck you spectrum
grateful dead live at the spectrum on 1987-09-22. listen at the internet archive:,grateful dead live at the spectrum on 19870922 listen at the internet archive
"strikespectrum: ""microsoft's data shows that about 8.7 million people in the state, many of whom may think they are using broadband spe...",strikespectrum microsofts data shows that about 87 million people in the state many of whom may think they are using broadband spe
ask_spectrum hello is the internet down in 90027? thanks,askspectrum hello is the internet down in 90027 thanks
"paymoneywubby damb spectrum internet cucked me and took a shit when i was adding the items to my cart and wanted to check out and i now know how you feel when cox ducks you on service either way, it shows how awesome you are and a well deserved #36 cheers king 👑",paymoneywubby damb spectrum internet cucked me and took a shit when i was adding the items to my cart and wanted to check out and i now know how you feel when cox ducks you on service either way it shows how awesome you are and a well deserved 36 cheers king 
ask_spectrum kpulliam013 i have a similar issue. got home from being out 2 days for the holidays; come home to not internet nor phone. is that something you do to customers all the time?,askspectrum kpulliam013 i have a similar issue got home from being out 2 days for the holidays come home to not internet nor phone is that something you do to customers all the time
shaydawwg3 spectrum is costing me a fortune with internet & home phone. phone is only 10/month so that's not terrible,shaydawwg3 spectrum is costing me a fortune with internet home phone phone is only 10month so thats not terrible
"nattygirl328: good afternoon, my apologies to my friends & neighbors in mooresville if they heard tony spewing all the expletives known...",nattygirl328 good afternoon my apologies to my friends neighbors in mooresville if they heard tony spewing all the expletives known
"🤩 to getspectrum because it is great spectrum in united states: speed, performance, outages and user reviews👉 #fing #internet #spectrum via fingapp outagedetect", to getspectrum because it is great spectrum in united states speed performance outages and user reviews fing internet spectrum via fingapp outagedetect
ask_spectrum it sure would be nice if we could have consistent internet. the constant drops and disconnects are getting intolerable especially during thanksgiving break when we actually have time to be on the net.,askspectrum it sure would be nice if we could have consistent internet the constant drops and disconnects are getting intolerable especially during thanksgiving break when we actually have time to be on the net
"👏 to getspectrum spectrum in united states: speed, performance, outages and user reviews 👉 #fing #internet #spectrum via fingapp outagedetect", to getspectrum spectrum in united states speed performance outages and user reviews  fing internet spectrum via fingapp outagedetect
"ask_spectrum our internet was incorrectly shutoff due to an internal error. been running around for 5 hours trying to resolve, what can you do?? should we head back to at&t?",askspectrum our internet was incorrectly shutoff due to an internal error been running around for 5 hours trying to resolve what can you do should we head back to att
"sirkatelyn austin texas. austin is a good city but texas sucks. austin has lots of internet options from spectrum, suddenlink, grande, google etc but what you get will differ where you are in the city. yes i like austin, i'm originally from ma",sirkatelyn austin texas austin is a good city but texas sucks austin has lots of internet options from spectrum suddenlink grande google etc but what you get will differ where you are in the city yes i like austin im originally from ma
"mikebhavin yea you must be back at the crib. i used to watch the hs state title games on spectrum 1. i had to cut em tho, they started wild'n on the cable + internet bundle price. smh!",mikebhavin yea you must be back at the crib i used to watch the hs state title games on spectrum 1 i had to cut em tho they started wildn on the cable + internet bundle price smh
me: hi im wondering why my internet on my computer is so slow spectrum: is it using wifi me: yes spectrum: so what the fuck is the problem? stupid bitch.,me hi im wondering why my internet on my computer is so slow spectrum is it using wifi me yes spectrum so what the fuck is the problem stupid bitch
"sirkatelyn hi i live in northern ny little town that literally has nothing,people just get drunk or do drugs 🙃 we are 5 mins from the canadian border. you have to drive 2 hours to go to a decent mall ... internet coverage is okay it's spectrum which is a hit or miss wouldn't recommend",sirkatelyn hi i live in northern ny little town that literally has nothingpeople just get drunk or do drugs  we are 5 mins from the canadian border you have to drive 2 hours to go to a decent mall internet coverage is okay its spectrum which is a hit or miss wouldnt recommend
"ask_spectrum springboro, ohio sluggish or no internet service. what is the problem?",askspectrum springboro ohio sluggish or no internet service what is the problem
ask_spectrum not enough internet speed to get the site to load so i can get the relevant information. will call support again tomorrow when by magic my internet functions because the sun is out.,askspectrum not enough internet speed to get the site to load so i can get the relevant information will call support again tomorrow when by magic my internet functions because the sun is out
ask_spectrum why does your suck? as much money as i pay a damn month and yall internet steady goes in and out. yall get on my nerves,askspectrum why does your suck as much money as i pay a damn month and yall internet steady goes in and out yall get on my nerves
"sirkatelyn columbus oh! pros, very good internet overall, despite who you decide to use. we personally have spectrum! lovely neighborhoods if you know where to look. me! cons, mostly red state, violent areas and our dog shelter is kinda shady. lots of backyard breeders.",sirkatelyn columbus oh pros very good internet overall despite who you decide to use we personally have spectrum lovely neighborhoods if you know where to look me cons mostly red state violent areas and our dog shelter is kinda shady lots of backyard breeders
ask_spectrum my internet and only phone is completely out in zip code 40205.,askspectrum my internet and only phone is completely out in zip code 40205
