ISP_Name,Time,Text,Source,sentiment
tizeti,2020-06-25 20:29:28+00:00,"@dynmsy @wifisupport1 @tizeti @fccpcnigeria This is their new style, they used to be good with emails. Now they are pathetic. My subscription expires today, the last of my money they’ll have.",Twitter for iPhone,Negative
tizeti,2020-02-15 21:56:09+00:00,"Have netflix, have wifi but still bored because tizeti is running at 23kbps so I cant watch nothing. I'm frustrated o",Twitter for Android,Negative
tizeti,2019-08-24 21:41:06+00:00,@Techpointdotng @TheEnike @tizeti Smoooth,Twitter for iPhone,Neutral
sprectranet,2019-09-09 19:05:48,@Officialkome_ @Spectranet_NG This people don frustrate me finish kai. I’m tired,Twitter for iPhone,Negative
tizeti,2020-10-16 09:44:35+00:00,"@wifisupport1 @tizeti 
Now am enjoying what I paid for. Kudos 

#EndSARS",Twitter for iPhone,Positive
tizeti,2020-03-30 18:22:37+00:00,Tizeti have decided not to come install my internet @tizeti,Twitter for Android,Negative
sprectranet,2020-05-15 14:30:27+00:00,@Spectranet_NG Had to switch to my mobile network to send this tweet.,Twitter for Android,Negative
tizeti,2019-08-30 21:59:02+00:00,@bashirobasekola @tizeti @wifisupport1 Thanks Uncle. How are you doing Sir?,Twitter for iPhone,Neutral
sprectranet,2019-08-21 05:40:18,What is that link that use in checking internet speed abeg?? I need to send this nonsense to @Spectranet_NG,Twitter for iPhone,Negative
tizeti,2019-05-05 01:42:59+00:00,"@Benjamin_Alamu @SWIFT4Glte @ntelng Surprisingly @wifi.com.ng is very good where I stay 

No issues whatsoever",Twitter for Android,Positive
sprectranet,2019-12-31 15:53:50,@Spectranet_NG wiped out 15GB of data in 2days on a line associated with a POS Device that has an average daily traffic of about 30mb. I have asked for concrete details of what happened from the 29th till today before taking further action.  @NgComCommission,Twitter for Android,Negative
tizeti,2020-07-07 22:35:29+00:00,"@ajepintos Lol. I give up fam. 

Tizeti is useless",Twitter for iPhone,Negative
tizeti,2020-04-06 10:05:52+00:00,@wifisupport1 @tizeti how far???,Twitter for Android,Neutral
tizeti,2019-02-28 11:10:28+00:00,Is there any Internet Service Provider in Nigeria that offers Unlimited data for a month with NO CAP ? Asides Tizeti please,Twitter for iPhone,Negative
sprectranet,2020-05-17 17:19:23+00:00,"Double data recharge on Spectranet. Get double the amount for today recharge only...

#truth761x @ Lagos, Nigeria https://t.co/pQILhhvMoh",Instagram,Neutral
sprectranet,2019-05-14 18:21:02,@JamesLantern2 Spectranet?,Twitter for iPhone,Neutral
tizeti,2019-10-10 17:12:37+00:00,"@KhidKhordi That website be acting like an amber alert though. Like a sign of things to come.
At least tizeti get fine UI",Twitter for Android,Positive
tizeti,2019-02-28 10:48:24+00:00,"@ycombinator @kananyi @socialcapital @mwseibel @ACE_company 

Only @Tizeti https://t.co/lqJDcYhnOI offers A 4G internet service that cannot even load WhatsApp status. There’s not one single thing this telecom service provides but mediocrity. Top notch mediocrity",Twitter for iPhone,Negative
sprectranet,2020-06-21 08:42:47+00:00,"@Deejay_Klem @SmileComsNG Well this means I will stick with @Spectranet_NG . Sigh, the devil you know.",Twitter for iPhone,Negative
sprectranet,2020-03-24 09:57:42+00:00,@__nasarr I Dey reason activate my Spectranet coz 15gb on Airtel barely last me more than a week 🤷‍♂️,Twitter for iPhone,Neutral
sprectranet,2019-05-04 12:30:02,"@Spectranet_NG please don’t let us be unfortunate this afternoon, I have plenty work to do and your internet is not even working. Location is Yaba.

Let’s be guided please, thanks!",Twitter for iPhone,Negative
sprectranet,2020-05-21 16:18:09+00:00,@confyscenty @officialbambam4 @Spectranet_NG Leemao. I actually bought an Ntel SIM o. Used them for 2 days and dumped them.. They're not different from Spectranet,Twitter for Android,Negative
sprectranet,2020-02-01 18:39:02+00:00,"@Spectranet_NG 

I would like to switch to your services.
Is it possible to purchase just a SIM Card from your outlets. I have too many unused modems sitting around.",Twitter for Android,Neutral
sprectranet,2020-01-16 18:30:11+00:00,@realdanielemeka Spectranet,Twitter for iPhone,Neutral
sprectranet,2020-03-12 08:56:02+00:00,@Spectranet_NG is today double data please 😊,Twitter for Android,Neutral
tizeti,2019-10-30 20:43:04+00:00,@funmiistic @tizeti Internet service provider.,Twitter for Android,Neutral
sprectranet,2019-05-25 00:13:24,Spectranet would not allow me to be great 😕,Twitter for Android,Negative
sprectranet,2019-07-31 20:53:01,Spectranet and their stupid network.. Mtcheew,Twitter for iPhone,Negative
tizeti,2019-11-12 18:11:06+00:00,@tizeti 997122 is the ticket number. Internet has been down since yesterday and you guys kept lying that the issue is fixed. I’m frustrated and tired of your style. I have to battle with epileptic service every other day. If you guys are not ready. Just pack it up and go 🤦‍♂️🤦‍♂️🤦‍♂️,Twitter for iPhone,Negative
sprectranet,2020-04-09 14:40:55+00:00,@KhadijatTinuke Spectranet,Twitter for iPhone,Neutral
tizeti,2020-03-13 05:50:31+00:00,"@tizeti Tizeti is not a good ISP 
I've been experiencing this for almost 48 hours and it still continues https://t.co/JJLUh6GJ5w",Twitter for Android,Negative
sprectranet,2020-11-27 21:28:20+00:00,"Spectranet subscriptions is the reason I don't own a car yet!

😔😔😔",Twitter for Android,Neutral
tizeti,2020-01-27 22:38:39+00:00,@theshalvah My Tizeti has been awesome since I got back https://t.co/EFePUl6bnL,Twitter for Android,Positive
tizeti,2019-08-04 20:03:25+00:00,"@wifisupport1 @tizeti I should create a ticket again, I called customer service. They said it would be looked into. Still not working.",Twitter for Android,Negative
sprectranet,2020-01-20 16:49:36+00:00,Spectranet giving me more reasons why I shouldn't renew my subscription this month 😑,Twitter for Android,Negative
sprectranet,2020-04-15 00:49:50+00:00,Is spectranet having network issues?,Twitter for iPhone,Neutral
sprectranet,2020-07-13 09:34:37+00:00,@TejuAdeyinka @Spectranet_NG I'm going to thier office today cos I can't be downloading at 40kb per second,Twitter for Android,Negative
sprectranet,2019-01-04 14:44:03,Spectranet unlimited. Value for money https://t.co/GPDtuSnelE,Twitter for iPhone,Positive
sprectranet,2020-06-17 13:32:28+00:00,"From 30th May to date
MTN mifi - 10k
Spectranet - 10,250
Smile - 24,000
MTN mobile data - roughly 5-7k

Both MTN (14k) and Smile mifi(14,500) were bought within the last one month.
Spectranet deceived me 😢

ISPs have frustrated me https://t.co/Ef15VJUZU2",Twitter for iPhone,Negative
sprectranet,2020-05-12 16:51:44+00:00,@Spectranet_NG @FritztheJanitor Will they help me attend to other issues as well?,Twitter for iPhone,Neutral
sprectranet,2019-02-27 18:59:31,"@TheFunkyDee @Spectranet_NG I’m giving 
@Spectranet_NG
 a second thoughts with this, I’m this thinking of switching from Smile to 
@Spectranet_NG
 and this doesn’t looks good. What would you advise me to do?",Twitter for iPhone,Negative
sprectranet,2020-04-03 12:55:27+00:00,"50GB gone in one week, @Spectranet_NG na so? I am just tired.",Twitter for Android,Negative
