ISP_Name,Time,Text,Source,sentiment,label
sprectranet,2019-05-04 12:30:02,"spectranet_ng please don't let us be unfortunate this afternoon, i have plenty work to do and your internet is not even working. location is yaba. let's be guided please, thanks!",Twitter for iPhone,Negative,0
sprectranet,2020-05-21 16:18:09+00:00,confyscenty officialbambam4 spectranet_ng leemao. i actually bought an ntel sim o. used them for 2 days and dumped them.. they're not different from spectranet,Twitter for Android,Negative,0
sprectranet,2020-02-01 18:39:02+00:00,spectranet_ng i would like to switch to your services. is it possible to purchase just a sim card from your outlets. i have too many unused modems sitting around.,Twitter for Android,Neutral,1
sprectranet,2020-01-16 18:30:11+00:00,realdanielemeka spectranet,Twitter for iPhone,Neutral,1
sprectranet,2020-03-12 08:56:02+00:00,spectranet_ng is today double data please 😊,Twitter for Android,Neutral,1
tizeti,2019-10-30 20:43:04+00:00,funmiistic tizeti internet service provider.,Twitter for Android,Neutral,1
sprectranet,2019-05-25 00:13:24,spectranet would not allow me to be great 😕,Twitter for Android,Negative,0
sprectranet,2019-07-31 20:53:01,spectranet and their stupid network.. mtcheew,Twitter for iPhone,Negative,0
tizeti,2019-11-12 18:11:06+00:00,tizeti 997122 is the ticket number. internet has been down since yesterday and you guys kept lying that the issue is fixed. i'm frustrated and tired of your style. i have to battle with epileptic service every other day. if you guys are not ready. just pack it up and go 🤦‍♂️🤦‍♂️🤦‍♂️,Twitter for iPhone,Negative,0
sprectranet,2020-04-09 14:40:55+00:00,khadijattinuke spectranet,Twitter for iPhone,Neutral,1
tizeti,2020-03-13 05:50:31+00:00,tizeti tizeti is not a good isp i've been experiencing this for almost 48 hours and it still continues,Twitter for Android,Negative,0
sprectranet,2020-11-27 21:28:20+00:00,spectranet subscriptions is the reason i don't own a car yet! 😔😔😔,Twitter for Android,Neutral,1
tizeti,2020-01-27 22:38:39+00:00,theshalvah my tizeti has been awesome since i got back,Twitter for Android,Positive,2
tizeti,2019-08-04 20:03:25+00:00,"wifisupport1 tizeti i should create a ticket again, i called customer service. they said it would be looked into. still not working.",Twitter for Android,Negative,0
sprectranet,2020-01-20 16:49:36+00:00,spectranet giving me more reasons why i shouldn't renew my subscription this month 😑,Twitter for Android,Negative,0
sprectranet,2020-04-15 00:49:50+00:00,is spectranet having network issues?,Twitter for iPhone,Neutral,1
sprectranet,2020-07-13 09:34:37+00:00,tejuadeyinka spectranet_ng i'm going to thier office today cos i can't be downloading at 40kb per second,Twitter for Android,Negative,0
sprectranet,2019-01-04 14:44:03,spectranet unlimited. value for money,Twitter for iPhone,Positive,2
sprectranet,2020-06-17 13:32:28+00:00,"from 30th may to date mtn mifi - 10k spectranet - 10,250 smile - 24,000 mtn mobile data - roughly 5-7k both mtn (14k) and smile mifi(14,500) were bought within the last one month. spectranet deceived me 😢 isps have frustrated me",Twitter for iPhone,Negative,0
sprectranet,2020-05-12 16:51:44+00:00,spectranet_ng fritzthejanitor will they help me attend to other issues as well?,Twitter for iPhone,Neutral,1
sprectranet,2019-02-27 18:59:31,"thefunkydee spectranet_ng i'm giving spectranet_ng a second thoughts with this, i'm this thinking of switching from smile to spectranet_ng and this doesn't looks good. what would you advise me to do?",Twitter for iPhone,Negative,0
sprectranet,2020-04-03 12:55:27+00:00,"50gb gone in one week, spectranet_ng na so? i am just tired.",Twitter for Android,Negative,0
